2981,381,599,725
3000,371,599,725
3018,363,599,725
3038,356,599,725
3056,351,599,725
3075,347,599,725
3093,345,599,725
3112,344,599,725
3131,344,599,725
3149,346,599,725
3169,349,599,725
3187,353,599,725
3206,359,599,725
3224,367,599,725
3244,376,599,725
3262,388,599,725
3280,400,599,725
3300,413,599,725
3318,426,599,725
3337,440,599,725
3355,454,599,725
3375,468,599,725
3406,484,599,725
3422,502,599,725
3437,519,599,725
3452,537,599,725
3469,553,599,725
3486,569,599,725
3506,585,599,725
3524,599,599,725
3543,612,599,725
3562,625,599,725
3580,636,599,725
3599,646,599,725
3617,655,599,725
3637,661,599,725
3655,666,599,725
3674,668,599,725
3693,669,599,725
3712,667,599,725
3730,664,599,725
3748,659,599,725
3768,651,599,725
3786,641,599,725
3805,629,599,725
3823,616,599,725
3843,603,599,725
3861,589,599,725
3879,574,599,725
3899,558,599,725
3917,542,599,725
3936,525,599,725
3954,508,599,725
3974,490,599,725
3992,472,599,725
4011,455,599,725
4029,440,599,725
4048,426,599,725
4067,414,599,725
4085,404,599,725
4105,395,599,712
4123,387,599,700
4142,382,599,693
4161,378,599,699
4179,375,599,705
4198,374,599,694
4216,374,599,671
4236,376,599,650
4254,379,599,636
4273,384,599,636
4291,390,599,636
4311,398,599,636
4329,407,599,636
4347,417,599,635
4367,428,599,634
4385,440,599,632
4404,452,599,628
4422,465,599,622
4442,477,599,615
4460,490,599,606
4478,503,599,609
4498,516,599,609
4516,529,599,602
4535,542,599,582
4553,554,599,560
4573,565,599,554
4591,577,599,558
4610,588,599,558
4629,599,599,551
4647,609,599,528
4666,619,599,503
4684,629,599,478
4704,638,599,452
4722,646,599,426
4741,654,599,400
4760,662,599,376
4779,669,599,353
4797,676,599,332
4815,681,599,315
4835,686,599,301
4853,689,599,290
4872,692,599,283
4890,693,599,280
4910,693,599,280
4928,692,599,283
4946,690,599,288
4966,685,599,296
4984,679,599,307
5003,672,599,322
5021,663,599,339
5041,652,599,358
5059,640,599,380
5078,627,599,403
5097,613,599,428
5115,598,599,454
5134,582,599,480
5152,565,599,506
5172,548,599,532
5190,530,599,557
5209,513,599,580
5228,497,599,600
5246,482,599,617
5265,467,599,631
5283,454,599,641
5303,441,599,649
5321,429,599,654
5340,419,599,656
5359,411,599,655
5378,405,599,652
5396,400,599,646
5414,396,599,638
5434,394,599,628
5452,393,599,617
5471,394,599,603
5489,397,599,588
5509,401,599,572
5527,408,599,554
5545,416,599,535
5565,425,599,515
5583,436,599,494
5602,448,599,471
5620,460,599,446
5640,472,599,423
5658,485,599,400
5677,498,599,379
5696,510,599,360
5714,522,599,342
5737,534,599,325
5765,546,599,309
5781,557,599,294
5796,569,599,281
5812,579,599,268
5827,590,599,255
5846,600,599,244
5864,609,599,234
5882,617,599,224
5902,625,599,215
5920,631,599,208
5939,636,599,201
5957,641,599,197
5977,644,599,194
5995,647,599,193
6013,648,599,192
6033,649,599,192
6051,648,599,192
6070,647,599,192
6088,645,599,192
6108,643,599,192
6126,638,599,192
6145,633,599,192
6164,626,600,192
6182,619,603,192
6201,610,608,192
6219,601,617,192
6239,591,629,192
6257,581,645,192
6276,570,664,192
6295,559,685,192
6313,547,706,192
6332,535,727,192
6350,523,748,192
6370,512,769,192
6388,501,791,193
6407,490,812,193
6426,480,833,193
6445,470,854,193
6463,460,875,193
6481,450,897,193
6501,441,918,193
6519,432,939,193
6538,424,959,193
6557,417,978,193
6576,411,994,193
6594,405,1006,193
6614,400,1014,193
6634,397,1020,193
6653,396,1023,193
6673,396,1023,193
6693,398,1020,193
6713,401,1016,193
6732,406,1010,193
6752,412,1003,193
6772,420,995,193
6791,428,986,193
6809,437,976,193
6829,448,965,193
6847,459,953,193
6865,470,941,193
6884,482,928,193
6903,495,913,193
6922,509,898,193
6940,523,883,193
6960,537,866,193
6978,552,849,193
6996,567,831,193
7015,581,812,193
7034,594,792,193
7053,607,771,193
7071,619,752,193
7091,630,734,193
7109,640,717,193
7128,649,700,193
7146,658,684,193
7165,667,669,193
7184,675,653,193
7202,684,638,192
7222,692,623,192
7240,700,608,192
7259,707,593,192
7277,715,578,192
7297,722,564,192
7315,729,549,192
7333,735,534,192
7352,741,520,192
7371,747,506,192
7390,751,492,192
7408,756,479,192
7428,760,466,192
7446,763,453,192
7464,767,440,192
7483,769,427,192
7502,772,414,192
7521,774,401,192
7539,776,388,192
7559,778,375,192
7577,779,362,192
7596,780,349,192
7614,781,336,192
7633,782,323,192
7652,782,310,192
7670,783,298,192
7690,783,285,192
7708,783,273,192
7727,783,260,192
7745,783,248,192
7764,783,236,192
7783,784,224,192
7801,784,213,192
7821,784,203,192
7839,784,193,192
7858,784,184,192
7876,784,175,192
7896,784,167,192
7914,784,160,192
7932,785,153,192
7951,785,148,192
7970,785,144,192
7989,785,142,192
8007,785,142,192
8027,785,145,192
8045,785,149,192
8064,785,154,192
8086,785,162,192
8115,785,171,192
8131,785,181,192
8146,785,192,192
8162,785,203,192
8177,785,215,192
8195,785,227,192
8213,785,239,192
8232,785,252,192
8251,785,267,192
8269,785,282,192
8289,785,298,192
8307,785,314,192
8326,785,332,192
8344,785,349,192
8364,785,366,192
8382,785,382,192
8400,785,397,192
8419,785,412,192
8438,785,425,192
8457,785,439,192
8475,785,451,192
8495,785,464,192
8513,785,477,192
8531,785,489,192
8550,785,502,192
8569,785,515,192
8588,785,528,192
8606,785,540,192
8626,785,552,192
8644,785,563,192
8663,785,574,192
8681,785,585,192
8700,785,595,192
8719,785,606,192
8737,785,616,192
8757,785,625,192
8775,785,635,192
8794,785,644,192
8812,785,653,192
8832,785,661,192
8850,785,671,192
8868,785,680,192
8888,785,689,192
8906,785,698,192
8925,785,707,192
8943,785,715,192
8963,785,722,192
8981,785,730,192
8999,785,737,192
9019,785,743,192
9037,785,749,192
9056,785,754,192
9074,785,758,192
9094,785,762,192
9112,785,765,192
9131,785,768,192
9149,785,771,192
9168,785,774,192
9187,785,776,192
9205,785,778,192
9225,785,779,192
9243,785,779,192
9262,785,779,192
9280,785,779,192
9299,785,779,192
9318,785,779,192
9336,785,779,192
9356,785,779,192
9374,785,779,192
9393,785,779,192
9411,785,779,192
9431,785,779,192
9449,785,779,192
9467,785,779,192
9487,785,779,192
9505,785,779,192
9524,785,779,192
9542,785,779,192
9562,785,779,192
9580,785,779,192
9598,785,779,192
9617,785,779,192
9636,785,779,192
9655,785,779,192
9673,785,779,192
9693,785,779,192
9711,785,779,193
9730,785,779,194
9748,785,779,197
9767,785,779,202
9786,785,779,208
9804,785,779,217
9824,785,779,226
9842,785,779,236
9861,785,779,247
9879,785,779,259
9899,785,779,271
9917,785,779,284
9935,785,779,297
9955,785,779,312
9973,785,779,326
9992,785,779,343
10010,785,779,360
10031,785,779,379
10050,785,779,398
10070,785,780,418
10090,785,780,439
10109,785,780,459
10129,785,780,478
10148,785,780,496
10169,785,780,513
10188,785,780,527
10208,785,780,541
10228,785,780,554
10248,785,780,567
10267,785,780,579
10288,785,780,591
10307,785,780,602
10327,785,780,613
10346,785,780,623
10366,785,780,632
10386,785,780,640
10405,785,780,647
10426,785,780,653
10445,785,780,658
10481,785,780,662
10498,785,780,665
10513,785,780,668
10529,785,780,670
10545,785,780,671
10564,785,780,673
10584,785,780,674
10603,785,780,675
10624,785,780,676
10643,785,780,677
10662,785,780,677
10682,785,780,677
10702,785,780,678
10722,785,780,678
10741,785,780,678
10762,785,780,678
10781,785,780,678
10801,784,780,678
10821,783,780,678
10841,780,780,678
10860,776,780,678
10880,771,780,678
10900,764,780,678
10919,756,780,678
10939,747,780,678
10959,736,780,678
10979,725,780,678
10998,711,779,678
11019,697,779,678
11038,682,779,678
11058,666,779,678
11077,649,779,678
11098,632,779,678
11117,614,779,678
11137,596,779,678
11157,578,779,678
11176,559,779,678
11196,541,779,678
11216,523,779,678
11236,507,779,678
11255,492,779,678
11275,479,779,678
11295,466,779,678
11315,455,779,678
11334,445,779,678
11355,437,779,678
11374,430,779,678
11394,424,779,678
11413,419,779,678
11433,416,779,678
11453,413,779,678
11472,411,779,678
11493,409,779,678
11512,408,779,678
11532,407,779,678
11552,406,779,678
11572,406,779,678
11591,406,779,678
11611,406,779,678
11631,406,779,678
11651,406,779,678
11670,406,779,678
11691,406,779,678
11710,406,779,678
11729,406,779,678
11750,406,779,678
11769,406,779,678
11789,406,779,678
11808,406,779,678
11829,406,780,678
11848,406,780,678
11868,406,780,678
11888,406,780,678
11908,406,780,678
11927,406,780,678
11947,406,780,678
11967,406,779,678
11986,406,779,678
12006,406,779,678
12026,406,779,678
12046,406,779,678
12065,406,779,678
12086,406,779,678
12105,406,779,678
12125,406,779,678
12144,406,779,678
12165,406,779,678
12184,406,779,678
12204,406,779,678
12224,407,779,678
12243,409,779,678
12263,413,779,678
12283,419,779,678
12303,426,778,678
12322,435,777,678
12342,447,775,678
12362,459,770,678
12382,473,765,678
12401,489,757,678
12422,505,748,678
12441,521,738,678
12461,538,726,678
12481,554,713,678
12500,571,700,678
12520,587,687,678
12539,603,674,678
12560,617,661,678
12579,630,649,678
12599,641,638,678
12619,651,630,678
12639,657,625,678
12658,661,622,678
12678,663,621,678
12698,661,622,678
12718,657,624,678
12737,650,627,678
12758,642,632,678
12777,632,639,678
12796,621,648,678
12817,610,658,678
12836,598,668,678
12856,588,677,678
12875,579,686,678
12896,572,693,678
12915,566,700,678
12951,564,704,678
12967,564,708,678
12983,567,710,678
12999,572,709,678
13015,578,706,678
13034,587,698,678
13053,598,687,678
13073,610,673,678
13093,623,659,678
13113,637,643,678
13132,652,627,678
13153,667,610,678
13172,682,594,678
13192,698,578,678
13211,713,562,678
13232,727,547,678
13251,740,534,678
13271,750,523,678
13291,756,513,678
13310,757,504,678
13330,753,498,678
13350,747,492,678
13370,740,487,678
13389,731,483,678
13409,721,480,678
13429,711,477,678
13449,700,476,678
13468,688,475,678
13489,677,475,678
13508,665,475,678
13528,655,475,678
13548,645,475,678
13568,636,475,678
13587,629,475,678
13606,623,475,678
13627,618,475,678
13646,614,475,678
13666,612,475,678
13686,614,475,678
13706,619,475,678
13725,628,475,678
13746,638,475,678
13765,649,475,678
13785,661,475,678
13804,674,475,678
13825,687,475,678
13844,700,475,678
13863,714,475,678
13884,727,475,677
13903,741,475,677
13923,753,475,677
13942,764,475,677
13963,775,475,677
13982,784,475,675
14002,792,475,670
14022,799,475,663
14042,805,475,656
14061,811,475,647
14082,816,475,638
14101,820,475,627
14120,825,475,616
14140,829,475,603
14160,833,475,590
14180,836,475,576
14199,840,475,562
14220,843,475,547
14239,846,475,531
14259,849,475,516
14279,851,475,501
14299,854,475,486
14318,856,475,471
14338,856,475,457
14358,855,475,443
14377,850,475,432
14397,842,475,426
14417,832,475,424
14437,821,475,424
14456,807,475,427
14477,793,475,434
14496,778,475,442
14516,762,475,452
14535,746,475,464
14556,731,475,477
14575,714,475,491
14595,699,475,506
14615,684,475,521
14635,670,475,537
14654,658,475,552
14673,647,475,566
14694,638,475,580
14713,630,475,591
14733,625,475,600
14753,624,475,607
14773,628,475,612
14792,635,475,613
14813,645,475,610
14832,659,475,604
14852,675,475,595
14871,692,475,583
14892,712,475,570
14911,732,475,556
14930,753,475,541
14951,773,475,527
14970,794,475,514
14990,814,475,505
15009,834,475,498
15030,852,475,494
15049,867,475,492
15069,879,475,491
15089,888,475,493
15109,893,475,497
15128,895,475,503
15149,895,475,511
15168,892,475,520
15187,885,475,531
15208,875,475,544
15227,863,475,557
15247,848,475,569
15266,832,475,580
15287,813,475,589
15306,792,475,596
15326,771,475,602
15346,750,475,606
15366,729,475,605
15385,707,475,601
15405,686,475,592
15441,665,475,578
15458,645,475,561
15476,626,475,543
15492,610,475,522
15507,596,475,500
15523,585,475,477
15544,577,475,453
15563,572,475,427
15583,570,475,401
15602,573,475,373
15623,578,475,345
15642,587,475,318
15662,598,475,293
15682,612,475,268
15702,629,475,244
15721,647,475,220
15740,666,475,197
15761,686,475,176
15780,707,475,156
15800,729,475,138
15820,752,475,121
15840,774,475,106
15859,796,475,92
15879,818,475,81
15897,839,475,75
15916,855,475,75
15934,866,475,79
15953,872,475,87
15972,873,475,99
15990,870,475,113
16011,863,475,131
16030,852,475,150
16050,838,475,173
16069,821,475,197
16090,802,475,223
16109,782,475,250
16129,761,475,279
16149,738,475,307
16168,715,475,335
16188,692,475,363
16208,670,475,388
16228,650,475,411
16247,632,475,432
16267,617,475,447
16287,606,475,456
16307,600,475,457
16326,600,475,454
16347,606,475,446
16366,616,475,435
16386,629,475,421
16405,646,475,406
16425,664,475,390
16445,685,475,372
16464,706,475,354
16485,728,475,334
16504,749,475,314
16524,771,475,294
16544,791,475,274
16564,808,475,254
16583,821,475,235
16603,829,475,218
16623,832,475,203
16643,830,475,191
16662,824,475,182
16683,814,475,175
16702,800,475,171
16721,783,475,168
16741,764,475,166
16761,744,475,166
16781,723,475,166
16800,702,475,166
16821,681,475,166
16840,662,475,166
16860,646,475,166
16880,632,475,166
16900,622,475,166
16919,615,475,166
16940,612,475,166
16959,613,475,166
16978,619,473,166
16998,629,469,166
17018,641,461,166
17038,657,450,166
17057,674,438,166
17078,692,424,166
17097,711,409,166
17117,731,393,166
17137,751,377,166
17157,770,360,166
17176,787,344,166
17196,803,327,166
17216,816,311,166
17235,826,298,166
17255,831,287,166
17275,832,280,166
17295,829,277,166
17314,820,277,165
17334,808,280,165
17354,793,286,165
17374,777,295,165
17393,759,309,165
17414,740,327,165
17433,721,348,165
17453,702,374,165
17473,683,403,165
17492,664,433,165
17512,645,465,165
17532,627,499,165
17552,611,532,165
17571,598,566,165
17591,590,600,165
17611,587,633,165
17631,588,664,165
17650,594,691,165
17671,603,715,165
17690,616,735,165
17710,633,749,165
17729,653,756,165
17750,675,758,165
17769,698,756,165
17788,723,750,165
17809,747,740,165
17828,772,728,165
17848,798,712,166
17868,821,693,166
17890,840,672,166
17921,855,649,165
17936,867,626,165
17951,875,602,165
17968,878,578,165
17986,876,554,165
18007,869,529,165
18026,857,505,165
18045,841,481,165
18065,821,457,165
18085,800,435,165
18105,776,418,165
18124,752,406,165
18145,727,400,165
18164,703,398,165
18184,682,401,165
18204,663,407,165
18224,647,416,165
18243,633,428,165
18263,625,442,165
18283,622,457,165
18302,625,473,165
18322,632,489,165
18342,643,505,165
18362,657,522,165
18381,675,538,165
18401,695,555,165
18421,716,572,165
18441,739,588,165
18460,763,605,165
18481,784,620,165
18500,802,633,165
18520,817,643,165
18540,828,651,165
18560,835,657,165
18579,837,661,165
18599,835,664,165
18619,829,665,165
18638,820,666,165
18658,809,666,165
18678,795,666,165
18698,781,666,165
18717,767,666,166
18738,754,666,166
18757,743,666,166
18777,733,666,166
18796,725,666,166
18817,719,666,166
18836,715,666,166
18855,713,666,166
18876,714,666,166
18895,717,666,166
18915,723,666,166
18935,733,666,166
18955,745,666,166
18974,759,666,166
18994,775,666,166
19014,792,666,166
19034,810,666,166
19053,827,666,165
19074,844,666,163
19093,860,666,159
19112,876,666,153
19132,889,666,145
19152,899,666,137
19172,907,666,129
19191,913,666,120
19212,917,666,112
19231,920,666,104
19251,920,666,95
19270,921,666,87
19289,921,666,79
19307,921,666,70
19325,921,666,62
19345,921,666,54
19363,921,666,46
19382,921,666,37
19400,921,666,29
19420,921,666,21
19438,921,666,15
19457,921,666,13
19476,921,666,15
19494,921,666,19
19513,921,666,27
19531,921,666,35
19551,921,666,43
19569,921,666,52
19588,921,666,60
19607,921,666,69
19625,921,666,78
19644,921,666,87
19662,921,666,96
19682,921,666,105
19701,921,666,113
19721,921,666,120
19741,921,667,123
19761,921,669,123
19780,921,673,123
19800,921,678,123
19820,921,685,120
19840,921,694,116
19859,921,705,110
19879,921,718,103
19899,921,733,96
19917,921,747,88
19937,921,762,79
19955,921,777,71
19974,921,792,62
19992,921,807,54
20012,921,822,45
20030,921,836,36
20048,921,848,27
20067,921,858,18
20086,921,866,9
20104,921,872,3
20121,921,875,0
20140,921,876,0
20157,921,874,0
20174,921,869,0
20192,921,862,0
20210,921,853,0
20228,921,841,0
20245,921,827,0
20263,921,811,0
20281,921,795,0
20298,921,780,0
20334,921,766,0
20350,921,753,0
20366,921,742,0
20381,921,734,0
20398,921,728,0
20413,921,726,0
20428,921,727,0
20444,921,733,1
20459,921,743,4
20475,920,757,8
20493,920,772,14
20511,920,788,22
20530,920,805,30
20549,920,823,39
20568,920,841,49
20586,920,860,59
20605,920,879,69
20624,920,898,78
20642,920,917,88
20661,921,932,96
20680,920,943,101
20700,920,950,105
20719,920,954,105
20740,920,955,105
20759,920,951,105
20779,920,945,105
20798,921,936,105
20818,921,925,104
20838,921,912,101
20857,921,897,97
20877,921,882,91
20895,921,868,83
20914,921,855,75
20933,921,843,66
20952,921,833,56
20970,921,824,46
20988,921,816,36
21008,921,809,27
21026,921,804,17
21045,921,804,9
21062,921,807,4
21081,921,812,0
21098,921,819,0
21115,921,828,3
21133,921,838,8
21151,921,848,16
21170,921,857,25
21188,921,865,35
21208,921,872,46
21226,921,879,59
21244,921,886,72
21263,921,892,86
21282,921,897,101
21302,921,901,115
21321,921,902,130
21342,921,900,146
21361,921,896,161
21381,921,890,176
21401,920,881,191
21421,921,869,204
21440,921,857,216
21459,921,844,226
21480,921,830,235
21499,921,816,241
21519,921,802,244
21539,921,787,245
21559,921,774,245
21578,921,760,243
21599,921,747,241
21618,921,735,237
21638,921,722,233
21657,921,709,227
21678,921,696,221
21697,921,684,215
21716,921,672,210
21736,921,662,205
21756,921,653,202
21776,921,646,199
21795,921,639,197
21816,921,633,198
21835,921,627,201
21855,921,623,205
21875,921,618,211
21895,921,615,218
21914,921,611,225
21935,921,609,232
21954,921,607,238
21974,921,607,245
21993,921,607,252
22013,921,607,258
22033,921,607,265
22052,921,607,272
22073,921,607,278
22092,921,607,285
22112,921,607,291
22131,921,607,295
22152,921,607,299
22171,921,607,302
22191,921,607,304
22211,921,607,305
22231,921,607,307
22250,921,607,309
22270,921,607,314
22290,921,607,322
22309,921,607,332
22329,921,607,345
22349,921,607,360
22369,921,607,378
22388,921,607,397
22409,921,607,419
22428,921,607,443
22448,921,607,469
22468,921,607,496
22488,921,607,526
22507,921,607,557
22526,921,607,591
22547,921,607,627
22566,921,607,663
22586,921,607,698
22606,921,607,734
22626,921,607,770
22645,921,607,803
22666,921,607,834
22685,921,607,862
22705,921,607,888
22727,921,607,911
22757,921,607,931
22772,921,607,949
22788,921,607,966
22804,921,607,979
22823,921,607,991
22843,921,607,1001
22864,921,607,1010
22885,921,607,1016
22905,921,607,1020
22927,921,607,1023
22947,921,607,1023
22968,921,607,1023
22988,921,607,1023
23010,921,607,1023
23030,921,607,1023
23051,921,607,1023
23072,921,607,1023
23093,921,607,1023
23113,921,607,1023
23135,921,607,1023
23155,921,607,1023
23176,921,607,1023
23197,921,607,1023
23218,920,607,1023
23238,920,607,1023
23260,920,607,1023
23280,920,607,1023
23301,918,607,1023
23321,915,607,1023
23343,910,607,1023
23363,902,607,1023
23384,892,607,1023
23405,879,607,1023
23426,864,607,1023
23446,846,607,1023
23468,828,607,1023
23488,808,607,1023
23508,787,607,1023
23530,765,607,1023
23550,743,607,1023
23571,722,607,1023
23592,700,607,1023
23613,678,607,1023
23633,657,607,1023
23654,635,607,1023
23675,614,607,1023
23696,592,607,1023
23716,572,607,1023
23738,554,607,1023
23758,538,607,1023
23779,524,607,1023
23800,513,607,1023
23821,504,607,1023
23841,497,607,1023
23863,491,607,1023
23883,485,606,1023
23904,480,605,1023
23925,475,604,1023
23946,469,602,1023
23966,462,600,1023
23987,455,599,1023
24008,446,596,1023
24029,436,593,1023
24049,424,588,1023
24071,411,583,1023
24091,397,577,1023
24112,382,570,1023
24133,365,561,1023
24154,346,551,1023
24174,325,540,1023
24196,303,527,1023
24216,279,512,1023
24237,254,495,1023
24258,230,476,1023
24279,208,455,1023
24299,186,432,1023
24320,165,408,1023
24341,145,382,1023
24361,127,353,1023
24382,109,325,1023
24403,92,296,1023
24423,77,268,1023
24442,62,241,1023
24463,49,215,1023
24482,38,190,1023
24502,27,166,1023
24521,18,143,1022
24542,11,121,1022
24561,5,100,1022
24580,2,81,1022
24598,0,64,1022
24615,0,48,1022
24633,0,35,1022
24650,0,24,1022
24669,0,15,1022
24686,0,8,1022
24702,0,3,1022
24719,0,0,1022
24736,0,0,1022
24753,0,0,1022
24769,0,0,1022
24785,0,0,1022
24803,0,0,1022
24819,0,0,1022
24836,0,0,1022
24852,0,0,1022
24869,0,0,1023
24886,0,0,1023
24902,0,0,1023
24919,0,0,1023
24936,0,0,1023
24952,0,0,1023
24969,0,0,1023
24985,0,0,1023
25003,0,0,1023
25019,0,0,1023
25035,0,0,1023
25054,0,0,1023
25069,0,0,1023
25085,0,0,1023
25102,0,0,1023
25118,0,0,1023
25136,0,0,1023
25152,0,0,1023
25174,0,0,1023
25202,0,0,1023
25219,0,0,1023
25234,0,0,1023
25249,0,0,1023
25265,0,0,1023
25280,0,0,1023
25295,0,0,1023
25311,0,0,1023
25326,0,0,1023
25341,0,0,1023
25357,0,0,1023
25372,0,0,1023
25388,0,0,1023
25403,0,0,1023
25418,0,0,1023
25435,0,0,1023
25451,0,0,1023
25468,0,0,1023
25485,0,0,1023
25501,0,0,1023
25518,0,0,1023
25535,0,0,1023
25551,0,0,1023
25568,0,0,1023
25586,0,0,1023
25602,0,0,1023
25618,0,0,1023
25634,0,0,1023
25651,0,0,1023
25668,0,0,1023
25684,0,0,1023
25701,0,0,1023
25717,0,0,1023
25735,0,0,1023
25751,0,0,1023
25767,0,0,1023
25784,0,0,1023
25801,0,0,1023
25818,0,0,1023
25834,0,0,1023
25850,0,0,1023
25868,0,0,1023
25884,0,0,1023
25901,0,0,1023
25917,0,0,1023
25934,0,0,1023
25951,0,0,1023
25967,0,0,1023
25984,0,0,1023
26001,0,0,1023
26017,0,0,1023
26034,0,0,1023
26050,0,0,1023
26067,0,0,1023
26084,0,0,1023
26100,0,0,1023
26119,0,0,1023
26134,0,0,1023
26150,0,0,1023
26167,0,0,1023
26183,0,0,1023
26201,0,0,1023
26217,0,0,1023
26233,0,0,1023
26250,0,0,1023
26267,0,0,1023
26284,0,0,1023
26300,0,0,1023
26316,0,0,1023
26334,0,0,1023
26350,0,0,1023
26366,0,0,1023
26383,0,0,1023
26400,0,0,1023
26417,0,0,1023
26433,0,0,1023
26449,0,0,1023
26467,0,0,1023
26483,0,0,1023
26500,0,0,1023
26516,0,0,1023
26533,0,0,1023
26550,0,0,1023
26566,0,0,1023
26583,0,0,1023
26600,0,0,1023
26616,0,0,1023
26633,0,0,1023
26651,0,0,1023
26667,0,0,1023
26683,0,0,1023
26699,0,0,1023
26716,0,0,1023
26733,0,0,1023
26749,0,0,1023
26766,0,0,1023
26782,0,0,1023
26800,0,0,1023
26816,0,0,1023
26832,0,0,1023
26849,0,0,1023
26866,0,0,1023
26883,0,0,1023
26899,0,0,1023
26915,0,0,1023
26933,0,0,1023
26949,0,0,1023
26966,0,0,1023
26982,0,0,1023
26999,0,0,1023
27016,0,0,1023
27032,0,0,1023
27048,0,0,1023
27066,0,0,1023
27082,0,0,1023
27099,0,0,1023
27115,0,0,1023
27132,0,0,1023
27149,0,0,1023
27165,0,0,1023
27184,0,0,1023
27199,0,0,1023
27215,0,0,1023
27232,0,0,1023
27248,0,0,1023
27285,0,0,1023
27300,0,0,1023
27316,0,0,1022
27331,0,0,1022
27346,0,0,1022
27362,0,0,1022
27377,0,0,1022
27393,0,0,1022
27408,0,0,1022
27423,0,0,1022
27440,0,0,1022
27455,0,0,1022
27470,0,0,1022
27486,0,0,1022
27501,0,0,1022
27516,0,0,1022
27532,0,0,1022
27548,0,0,1022
27565,0,0,1022
27581,0,0,1022
27598,0,0,1022
27615,0,0,1022
27631,0,0,1023
27648,0,0,1023
27665,0,0,1023
27681,0,0,1023
27698,0,0,1023
27716,0,0,1023
27731,0,0,1023
27748,0,0,1023
27764,0,0,1023
27781,0,0,1023
27798,0,0,1023
27814,0,0,1023
27831,0,0,1023
27847,0,0,1023
27865,0,4,1023
27881,0,11,1023
27898,0,22,1023
27916,0,37,1023
27934,0,55,1023
27952,0,76,1023
27969,0,100,1023
27988,0,126,1023
28007,0,155,1023
28025,0,186,1023
28044,0,218,1023
28063,0,253,1023
28082,0,288,1023
28100,0,325,1023
28120,0,363,1023
28138,0,405,1023
28156,0,450,1023
28175,0,499,1023
28194,0,551,1023
28213,0,601,1023
28231,0,649,1023
28251,0,693,1023
28269,0,733,1023
28288,0,769,1023
28306,0,802,1023
28325,0,832,1023
28344,0,860,1023
28362,0,884,1023
28381,0,907,1023
28400,0,927,1023
28419,0,945,1023
28437,0,962,1023
28456,0,978,1023
28475,0,993,1023
28493,0,1005,1023
28513,0,1015,1023
28533,0,1020,1023
28553,0,1023,1023
28572,0,1023,1023
28593,0,1023,1023
28612,0,1023,1023
28632,0,1023,1023
28652,0,1023,1023
28672,0,1023,1023
28691,0,1023,1023
28710,0,1023,1023
28731,0,1023,1023
28750,0,1023,1023
